,PC1,PC2
414C2_control,2.0899188164303375,-0.11173356621629041
414C2_control.1,2.6026202065760247,0.09226791029019418
414C2_control.2,2.3814711354751554,-0.0022463058835966512
414C2_DAPT,-1.5166662971345466,-0.2982187999900529
414C2_DAPT.1,-1.2144016261116188,0.811546416382335
414C2_DAPT.2,-1.2326775733639053,-0.23206486387263325
414C2_C34,-1.0765436973485645,0.2733894197897303
414C2_C34.1,-1.0237930078531168,-0.1437742738974229
414C2_C34.2,-1.0099279566697674,-0.3891659366022626
